x,t=5.00e-02s,t=1.00e+00s,t=1.00e+01s,t=1.00e+02s
1.110552763819095540e-02,-1.301724372161895117e-114,-1.301724372161895117e-114,-1.301724372161895117e-114,-1.301724372161895117e-114
1.115577889447236237e-02,3.487270176388371107e-115,3.487270176388371107e-115,3.487270176388371107e-115,3.487270176388371107e-115
1.120603015075376935e-02,-9.342264417259688700e-116,-9.342264417259688700e-116,-9.342264417259688700e-116,-9.342264417259688700e-116
1.125628140703517632e-02,2.502757171868650116e-116,2.502757171868650116e-116,2.502757171868650116e-116,2.502757171868650116e-116
1.130653266331658330e-02,-6.704791452667197813e-117,-6.704791452667197813e-117,-6.704791452667197813e-117,-6.704791452667197813e-117
1.135678391959799027e-02,1.796188177145233377e-117,1.796188177145233377e-117,1.796188177145233377e-117,1.796188177145233377e-117
1.140703517587939725e-02,-4.811919938886216345e-118,-4.811919938886216345e-118,-4.811919938886216345e-118,-4.811919938886216345e-118
1.145728643216080422e-02,1.289095084405431611e-118,1.289095084405431611e-118,1.289095084405431611e-118,1.289095084405431611e-118
1.150753768844221120e-02,-3.453436793927383935e-119,-3.453436793927383935e-119,-3.453436793927383935e-119,-3.453436793927383935e-119
1.155778894472361817e-02,9.251626070044454022e-120,9.251626070044454022e-120,9.251626070044454022e-120,9.251626070044454022e-120
1.160804020100502515e-02,-2.478475502734971319e-120,-2.478475502734971319e-120,-2.478475502734971319e-120,-2.478475502734971319e-120
1.165829145728643212e-02,6.639741782849479760e-121,6.639741782849479760e-121,6.639741782849479760e-121,6.639741782849479760e-121
1.170854271356783910e-02,-1.778761617545485359e-121,-1.778761617545485359e-121,-1.778761617545485359e-121,-1.778761617545485359e-121
1.175879396984924607e-02,4.765234847273214517e-122,4.765234847273214517e-122,4.765234847273214517e-122,4.765234847273214517e-122
1.180904522613065305e-02,-1.276588325590307325e-122,-1.276588325590307325e-122,-1.276588325590307325e-122,-1.276588325590307325e-122
1.185929648241206003e-02,3.419931661848747309e-123,3.419931661848747309e-123,3.419931661848747309e-123,3.419931661848747309e-123
1.190954773869346700e-02,-9.161867093142353321e-124,-9.161867093142353321e-124,-9.161867093142353321e-124,-9.161867093142353321e-124
1.195979899497487398e-02,2.454429413569876029e-124,2.454429413569876029e-124,2.454429413569876029e-124,2.454429413569876029e-124
1.201005025125628095e-02,-6.575323222824405079e-125,-6.575323222824405079e-125,-6.575323222824405079e-125,-6.575323222824405079e-125
1.206030150753768793e-02,1.761504129863339838e-125,1.761504129863339838e-125,1.761504129863339838e-125,1.761504129863339838e-125
1.211055276381909490e-02,-4.719002692909086880e-126,-4.719002692909086880e-126,-4.719002692909086880e-126,-4.719002692909086880e-126
1.216080402010050188e-02,1.264202906944696062e-126,1.264202906944696062e-126,1.264202906944696062e-126,1.264202906944696062e-126
1.221105527638190885e-02,-3.386751595477866097e-127,-3.386751595477866097e-127,-3.386751595477866097e-127,-3.386751595477866097e-127
1.226130653266331583e-02,9.072978954931028104e-128,9.072978954931028104e-128,9.072978954931028104e-128,9.072978954931028104e-128
1.231155778894472280e-02,-2.430616618784086512e-128,-2.430616618784086512e-128,-2.430616618784086512e-128,-2.430616618784086512e-128
1.236180904522613151e-02,6.511529649585172136e-129,6.511529649585172136e-129,6.511529649585172136e-129,6.511529649585172136e-129
1.241206030150753849e-02,-1.744414073768518513e-129,-1.744414073768518513e-129,-1.744414073768518513e-129,-1.744414073768518513e-129
1.246231155778894546e-02,4.673219081411287618e-130,4.673219081411287618e-130,4.673219081411287618e-130,4.673219081411287618e-130
1.251256281407035244e-02,-1.251937651230195751e-130,-1.251937651230195751e-130,-1.251937651230195751e-130,-1.251937651230195751e-130
1.256281407035175941e-02,3.353893441037753038e-131,3.353893441037753038e-131,3.353893441037753038e-131,3.353893441037753038e-131
1.261306532663316639e-02,-8.984953206561692122e-132,-8.984953206561692122e-132,-8.984953206561692122e-132,-8.984953206561692122e-132
1.266331658291457336e-02,2.407034854963196359e-132,2.407034854963196359e-132,2.407034854963196359e-132,2.407034854963196359e-132
1.271356783919598034e-02,-6.448354999530196591e-133,-6.448354999530196591e-133,-6.448354999530196591e-133,-6.448354999530196591e-133
1.276381909547738731e-02,1.727489824845176907e-133,1.727489824845176907e-133,1.727489824845176907e-133,1.727489824845176907e-133
1.281407035175879429e-02,-4.627879661031440378e-134,-4.627879661031440378e-134,-4.627879661031440378e-134,-4.627879661031440378e-134
1.286432160804020126e-02,1.239791392629937189e-134,1.239791392629937189e-134,1.239791392629937189e-134,1.239791392629937189e-134
1.291457286432160824e-02,-3.321354075349274547e-135,-3.321354075349274547e-135,-3.321354075349274547e-135,-3.321354075349274547e-135
1.296482412060301521e-02,8.897781481155971761e-136,8.897781481155971761e-136,8.897781481155971761e-136,8.897781481155971761e-136
1.301507537688442219e-02,-2.383681880652143514e-136,-2.383681880652143514e-136,-2.383681880652143514e-136,-2.383681880652143514e-136
1.306532663316582916e-02,6.385793267886772290e-137,6.385793267886772290e-137,6.385793267886772290e-137,6.385793267886772290e-137
1.311557788944723614e-02,-1.710729774437502108e-137,-1.710729774437502108e-137,-1.710729774437502108e-137,-1.710729774437502108e-137
1.316582914572864312e-02,4.582980122241687598e-138,4.582980122241687598e-138,4.582980122241687598e-138,4.582980122241687598e-138
1.321608040201005009e-02,-1.227762976637767003e-138,-1.227762976637767003e-138,-1.227762976637767003e-138,-1.227762976637767003e-138
1.326633165829145707e-02,3.289130405534270331e-139,3.289130405534270331e-139,3.289130405534270331e-139,3.289130405534270331e-139
1.331658291457286404e-02,-8.811455493010704107e-140,-8.811455493010704107e-140,-8.811455493010704107e-140,-8.811455493010704107e-140
1.336683417085427102e-02,2.360555476142504879e-140,2.360555476142504879e-140,2.360555476142504879e-140,2.360555476142504879e-140
1.341708542713567973e-02,-6.323838508140292842e-141,-6.323838508140292842e-141,-6.323838508140292842e-141,-6.323838508140292842e-141
1.346733668341708670e-02,1.694132329496804405e-141,1.694132329496804405e-141,1.694132329496804405e-141,1.694132329496804405e-141
1.351758793969849368e-02,-4.538516197325065178e-142,-4.538516197325065178e-142,-4.538516197325065178e-142,-4.538516197325065178e-142
1.356783919597990065e-02,1.215851259948511980e-142,1.215851259948511980e-142,1.215851259948511980e-142,1.215851259948511980e-142
1.361809045226130763e-02,-3.257219368721585780e-143,-3.257219368721585780e-143,-3.257219368721585780e-143,-3.257219368721585780e-143
1.366834170854271460e-02,8.725967036810349274e-144,8.725967036810349274e-144,8.725967036810349274e-144,8.725967036810349274e-144
1.371859296482412158e-02,-2.337653443261503753e-144,-2.337653443261503753e-144,-2.337653443261503753e-144,-2.337653443261503753e-144
1.376884422110552855e-02,6.262484831469040434e-145,6.262484831469040434e-145,6.262484831469040434e-145,6.262484831469040434e-145
1.381909547738693553e-02,-1.677695912430103356e-145,-1.677695912430103356e-145,-1.677695912430103356e-145,-1.677695912430103356e-145
1.386934673366834250e-02,4.494483659969869770e-146,4.494483659969869770e-146,4.494483659969869770e-146,4.494483659969869770e-146
1.391959798994974948e-02,-1.204055110349310601e-146,-1.204055110349310601e-146,-1.204055110349310601e-146,-1.204055110349310601e-146
1.396984924623115645e-02,3.225617931755946535e-147,3.225617931755946535e-147,3.225617931755946535e-147,3.225617931755946535e-147
1.402010050251256343e-02,-8.641307986847053378e-148,-8.641307986847053378e-148,-8.641307986847053378e-148,-8.641307986847053378e-148
1.407035175879397040e-02,2.314973605162747512e-148,2.314973605162747512e-148,2.314973605162747512e-148,2.314973605162747512e-148
1.412060301507537738e-02,-6.201726406184464554e-149,-6.201726406184464554e-149,-6.201726406184464554e-149,-6.201726406184464554e-149
1.417085427135678435e-02,1.661418960950172782e-149,1.661418960950172782e-149,1.661418960950172782e-149,1.661418960950172782e-149
1.422110552763819133e-02,-4.450878324867929679e-150,-4.450878324867929679e-150,-4.450878324867929679e-150,-4.450878324867929679e-150
1.427135678391959830e-02,1.192373406611992761e-150,1.192373406611992761e-150,1.192373406611992761e-150,1.192373406611992761e-150
1.432160804020100528e-02,-3.194323090909648837e-151,-3.194323090909648837e-151,-3.194323090909648837e-151,-3.194323090909648837e-151
1.437185929648241225e-02,8.557470296248338344e-152,8.557470296248338344e-152,8.557470296248338344e-152,8.557470296248338344e-152
1.442211055276381923e-02,-2.292513806119681574e-152,-2.292513806119681574e-152,-2.292513806119681574e-152,-2.292513806119681574e-152
1.447236180904522621e-02,6.141557457176864722e-153,6.141557457176864722e-153,6.141557457176864722e-153,6.141557457176864722e-153
1.452261306532663318e-02,-1.645299927927047657e-153,-1.645299927927047657e-153,-1.645299927927047657e-153,-1.645299927927047657e-153
1.457286432160804016e-02,4.407696047316800982e-154,4.407696047316800982e-154,4.407696047316800982e-154,4.407696047316800982e-154
1.462311557788944713e-02,-1.180805038386507119e-154,-1.180805038386507119e-154,-1.180805038386507119e-154,-1.180805038386507119e-154
1.467336683417085411e-02,3.163331871597056538e-155,3.163331871597056538e-155,3.163331871597056538e-155,3.163331871597056538e-155
1.472361809045226108e-02,-8.474445996212209916e-156,-8.474445996212209916e-156,-8.474445996212209916e-156,-8.474445996212209916e-156
1.477386934673366806e-02,2.270271911320503399e-156,2.270271911320503399e-156,2.270271911320503399e-156,2.270271911320503399e-156
1.482412060301507503e-02,-6.081972265366461866e-157,-6.081972265366461866e-157,-6.081972265366461866e-157,-6.081972265366461866e-157
1.487437185929648201e-02,1.629337281240968128e-157,1.629337281240968128e-157,1.629337281240968128e-157,1.629337281240968128e-157
1.492462311557788898e-02,-4.364932722825810394e-158,-4.364932722825810394e-158,-4.364932722825810394e-158,-4.364932722825810394e-158
1.497487437185929596e-02,1.169348906095384856e-158,1.169348906095384856e-158,1.169348906095384856e-158,1.169348906095384856e-158
1.502512562814070293e-02,-3.132641328091875204e-159,-3.132641328091875204e-159,-3.132641328091875204e-159,-3.132641328091875204e-159
1.507537688442210991e-02,8.392227195249741865e-160,8.392227195249741865e-160,8.392227195249741865e-160,8.392227195249741865e-160
1.512562814070351688e-02,-2.248245806665287743e-160,-2.248245806665287743e-160,-2.248245806665287743e-160,-2.248245806665287743e-160
1.517587939698492386e-02,6.022965167159815501e-161,6.022965167159815501e-161,6.022965167159815501e-161,6.022965167159815501e-161
1.522613065326633083e-02,-1.613529503636749428e-161,-1.613529503636749428e-161,-1.613529503636749428e-161,-1.613529503636749428e-161
1.527638190954773781e-02,4.322584286725913621e-162,4.322584286725913621e-162,4.322584286725913621e-162,4.322584286725913621e-162
1.532663316582914478e-02,-1.158003920829201397e-162,-1.158003920829201397e-162,-1.158003920829201397e-162,-1.158003920829201397e-162
1.537688442211055349e-02,3.102248543247141084e-163,3.102248543247141084e-163,3.102248543247141084e-163,3.102248543247141084e-163
1.542713567839196047e-02,-8.310806078434969729e-164,-8.310806078434969729e-164,-8.310806078434969729e-164,-8.310806078434969729e-164
1.547738693467336744e-02,2.226433398565036123e-164,2.226433398565036123e-164,2.226433398565036123e-164,2.226433398565036123e-164
1.552763819095477442e-02,-5.964530553911467716e-165,-5.964530553911467716e-165,-5.964530553911467716e-165,-5.964530553911467716e-165
1.557788944723618139e-02,1.597875092579543322e-165,1.597875092579543322e-165,1.597875092579543322e-165,1.597875092579543322e-165
1.562814070351759010e-02,-4.280646713783369733e-166,-4.280646713783369733e-166,-4.280646713783369733e-166,-4.280646713783369733e-166
1.567839195979899708e-02,1.146769004243170780e-166,1.146769004243170780e-166,1.146769004243170780e-166,1.146769004243170780e-166
1.572864321608040405e-02,-3.072150628217962319e-167,-3.072150628217962319e-167,-3.072150628217962319e-167,-3.072150628217962319e-167
1.577889447236181103e-02,8.230174906662094734e-168,8.230174906662094734e-168,8.230174906662094734e-168,8.230174906662094734e-168
1.582914572864321801e-02,-2.204832613742685372e-168,-2.204832613742685372e-168,-2.204832613742685372e-168,-2.204832613742685372e-168
1.587939698492462498e-02,5.906662871390892197e-169,5.906662871390892197e-169,5.906662871390892197e-169,5.906662871390892197e-169
1.592964824120603196e-02,-1.582372560112147487e-169,-1.582372560112147487e-169,-1.582372560112147487e-169,-1.582372560112147487e-169
1.597989949748743893e-02,4.239116017817106698e-170,4.239116017817106698e-170,4.239116017817106698e-170,4.239116017817106698e-170
1.603015075376884591e-02,-1.135643088454464327e-170,-1.135643088454464327e-170,-1.135643088454464327e-170,-1.135643088454464327e-170
1.608040201005025288e-02,3.042344722186927899e-171,3.042344722186927899e-171,3.042344722186927899e-171,3.042344722186927899e-171
1.613065326633165986e-02,-8.150326015909871048e-172,-8.150326015909871048e-172,-8.150326015909871048e-172,-8.150326015909871048e-172
1.618090452261306683e-02,2.183441399036036581e-172,2.183441399036036581e-172,2.183441399036036581e-172,2.183441399036036581e-172
1.623115577889447381e-02,-5.849356619254486225e-173,-5.849356619254486225e-173,-5.849356619254486225e-173,-5.849356619254486225e-173
1.628140703517588078e-02,1.567020432713319931e-173,1.567020432713319931e-173,1.567020432713319931e-173,1.567020432713319931e-173
1.633165829145728776e-02,-4.197988251319863318e-174,-4.197988251319863318e-174,-4.197988251319863318e-174,-4.197988251319863318e-174
1.638190954773869473e-02,1.124625115940889550e-174,1.124625115940889550e-174,1.124625115940889550e-174,1.124625115940889550e-174
1.643216080402010171e-02,-3.012827992092181225e-175,-3.012827992092181225e-175,-3.012827992092181225e-175,-3.012827992092181225e-175
1.648241206030150868e-02,8.071251816513139575e-176,8.071251816513139575e-176,8.071251816513139575e-176,8.071251816513139575e-176
1.653266331658291566e-02,-2.162257721202606939e-176,-2.162257721202606939e-176,-2.162257721202606939e-176,-2.162257721202606939e-176
1.658291457286432263e-02,5.792606350522824136e-177,5.792606350522824136e-177,5.792606350522824136e-177,5.792606350522824136e-177
1.663316582914572961e-02,-1.551817251157975066e-177,-1.551817251157975066e-177,-1.551817251157975066e-177,-1.551817251157975066e-177
1.668341708542713658e-02,4.157259505082960735e-178,4.157259505082960735e-178,4.157259505082960735e-178,4.157259505082960735e-178
1.673366834170854356e-02,-1.113714039440281706e-178,-1.113714039440281706e-178,-1.113714039440281706e-178,-1.113714039440281706e-178
1.678391959798995053e-02,2.983597632358139785e-179,2.983597632358139785e-179,2.983597632358139785e-179,2.983597632358139785e-179
1.683417085427135751e-02,-7.992944792441419524e-180,-7.992944792441419524e-180,-7.992944792441419524e-180,-7.992944792441419524e-180
1.688442211055276448e-02,2.141279566726363487e-180,2.141279566726363487e-180,2.141279566726363487e-180,2.141279566726363487e-180
1.693467336683417146e-02,-5.736406671062899040e-181,-5.736406671062899040e-181,-5.736406671062899040e-181,-5.736406671062899040e-181
1.698492462311557843e-02,1.536761570378356937e-181,1.536761570378356937e-181,1.536761570378356937e-181,1.536761570378356937e-181
1.703517587939698541e-02,-4.116925907824742622e-182,-4.116925907824742622e-182,-4.116925907824742622e-182,-4.116925907824742622e-182
1.708542713567839239e-02,1.102908821850981518e-182,1.102908821850981518e-182,1.102908821850981518e-182,1.102908821850981518e-182
1.713567839195979936e-02,-2.954650864628829056e-183,-2.954650864628829056e-183,-2.954650864628829056e-183,-2.954650864628829056e-183
1.718592964824120634e-02,7.915397500584528607e-184,7.915397500584528607e-184,7.915397500584528607e-184,7.915397500584528607e-184
1.723618090452261331e-02,-2.120504941626343142e-184,-2.120504941626343142e-184,-2.120504941626343142e-184,-2.120504941626343142e-184
1.728643216080402029e-02,5.680752239075404897e-185,5.680752239075404897e-185,5.680752239075404897e-185,5.680752239075404897e-185
1.733668341708542726e-02,-1.521851959326710422e-185,-1.521851959326710422e-185,-1.521851959326710422e-185,-1.521851959326710422e-185
1.738693467336683424e-02,4.076983625822596221e-186,4.076983625822596221e-186,4.076983625822596221e-186,4.076983625822596221e-186
1.743718592964824121e-02,-1.092208436133254630e-186,-1.092208436133254630e-186,-1.092208436133254630e-186,-1.092208436133254630e-186
1.748743718592964819e-02,2.925984937503790212e-187,2.925984937503790212e-187,2.925984937503790212e-187,2.925984937503790212e-187
1.753768844221105516e-02,-7.838602570045086231e-188,-7.838602570045086231e-188,-7.838602570045086231e-188,-7.838602570045086231e-188
1.758793969849246214e-02,2.099931871267121686e-188,2.099931871267121686e-188,2.099931871267121686e-188,2.099931871267121686e-188
1.763819095477386911e-02,-5.625637764586996772e-189,-5.625637764586996772e-189,-5.625637764586996772e-189,-5.625637764586996772e-189
1.768844221105527609e-02,1.507087000839258615e-189,1.507087000839258615e-189,1.507087000839258615e-189,1.507087000839258615e-189
1.773869346733668306e-02,-4.037428862548563981e-190,-4.037428862548563981e-190,-4.037428862548563981e-190,-4.037428862548563981e-190
1.778894472361809004e-02,1.081611865211674365e-190,1.081611865211674365e-190,1.081611865211674365e-190,1.081611865211674365e-190
1.783919597989949701e-02,-2.897597126276562863e-191,-2.897597126276562863e-191,-2.897597126276562863e-191,-2.897597126276562863e-191
1.788944723618090399e-02,7.762552701437927791e-192,7.762552701437927791e-192,7.762552701437927791e-192,7.762552701437927791e-192
1.793969849246231096e-02,-2.079558400171120200e-192,-2.079558400171120200e-192,-2.079558400171120200e-192,-2.079558400171120200e-192
1.798994974874371794e-02,5.571058008947484313e-193,5.571058008947484313e-193,5.571058008947484313e-193,5.571058008947484313e-193
1.804020100502512491e-02,-1.492465291501503306e-193,-1.492465291501503306e-193,-1.492465291501503306e-193,-1.492465291501503306e-193
1.809045226130653189e-02,3.998257858308479417e-194,3.998257858308479417e-194,3.998257858308479417e-194,3.998257858308479417e-194
1.814070351758793886e-02,-1.071118101878445595e-194,-1.071118101878445595e-194,-1.071118101878445595e-194,-1.071118101878445595e-194
1.819095477386934584e-02,2.869484732675704037e-195,2.869484732675704037e-195,2.869484732675704037e-195,2.869484732675704037e-195
1.824120603015075281e-02,-7.687240666196279303e-196,-7.687240666196279303e-196,-7.687240666196279303e-196,-7.687240666196279303e-196
1.829145728643215979e-02,2.059382591832744816e-196,2.059382591832744816e-196,2.059382591832744816e-196,2.059382591832744816e-196
1.834170854271356677e-02,-5.517007784331889611e-197,-5.517007784331889611e-197,-5.517007784331889611e-197,-5.517007784331889611e-197
1.839195979899497374e-02,1.477985441514825857e-197,1.477985441514825857e-197,1.477985441514825857e-197,1.477985441514825857e-197
1.844221105527638072e-02,-3.959466889884606960e-198,-3.959466889884606960e-198,-3.959466889884606960e-198,-3.959466889884606960e-198
1.849246231155778769e-02,1.060726148697670828e-198,1.060726148697670828e-198,1.060726148697670828e-198,1.060726148697670828e-198
1.854271356783919467e-02,-2.841645084608307472e-199,-2.841645084608307472e-199,-2.841645084608307472e-199,-2.841645084608307472e-199
1.859296482412060164e-02,7.612659305884692652e-200,7.612659305884692652e-200,7.612659305884692652e-200,7.612659305884692652e-200
1.864321608040200862e-02,-2.039402528534311780e-200,-2.039402528534311780e-200,-2.039402528534311780e-200,-2.039402528534311780e-200
1.869346733668341559e-02,5.463481953247341299e-201,5.463481953247341299e-201,5.463481953247341299e-201,5.463481953247341299e-201
1.874371859296482257e-02,-1.463646074564390589e-201,-1.463646074564390589e-201,-1.463646074564390589e-201,-1.463646074564390589e-201
1.879396984924622954e-02,3.921052270181747400e-202,3.921052270181747400e-202,3.921052270181747400e-202,3.921052270181747400e-202
1.884422110552763652e-02,-1.050435017910544258e-202,-1.050435017910544258e-202,-1.050435017910544258e-202,-1.050435017910544258e-202
1.889447236180904349e-02,2.814075535906029848e-203,2.814075535906029848e-203,2.814075535906029848e-203,2.814075535906029848e-203
1.894472361809045047e-02,-7.538801531518628864e-204,-7.538801531518628864e-204,-7.538801531518628864e-204,-7.538801531518628864e-204
1.899497487437185744e-02,2.019616311163775909e-204,2.019616311163775909e-204,2.019616311163775909e-204,2.019616311163775909e-204
1.904522613065326442e-02,-5.410475428044765222e-205,-5.410475428044765222e-205,-5.410475428044765222e-205,-5.410475428044765222e-205
1.909547738693467139e-02,1.449445827688323692e-205,1.449445827688323692e-205,1.449445827688323692e-205,1.449445827688323692e-205
1.914572864321607837e-02,-3.883010347876784381e-206,-3.883010347876784381e-206,-3.883010347876784381e-206,-3.883010347876784381e-206
1.919597989949748534e-02,1.040243731341461518e-206,1.040243731341461518e-206,1.040243731341461518e-206,1.040243731341461518e-206
1.924623115577889232e-02,-2.786773466073480266e-207,-2.786773466073480266e-207,-2.786773466073480266e-207,-2.786773466073480266e-207
1.929648241206030276e-02,7.465660322890657322e-208,7.465660322890657322e-208,7.465660322890657322e-208,7.465660322890657322e-208
1.934673366834170974e-02,-2.000022059034213739e-208,-2.000022059034213739e-208,-2.000022059034213739e-208,-2.000022059034213739e-208
1.939698492462311671e-02,5.357983170435195564e-209,5.357983170435195564e-209,5.357983170435195564e-209,5.357983170435195564e-209
1.944723618090452369e-02,-1.435383351147790670e-209,-1.435383351147790670e-209,-1.435383351147790670e-209,-1.435383351147790670e-209
1.949748743718593066e-02,3.845337507057679229e-210,3.845337507057679229e-210,3.845337507057679229e-210,3.845337507057679229e-210
1.954773869346733764e-02,-1.030151320253020675e-210,-1.030151320253020675e-210,-1.030151320253020675e-210,-1.030151320253020675e-210
1.959798994974874461e-02,2.759736278097206986e-211,2.759736278097206986e-211,2.759736278097206986e-211,2.759736278097206986e-211
1.964824120603015159e-02,-7.393228655398479170e-212,-7.393228655398479170e-212,-7.393228655398479170e-212,-7.393228655398479170e-212
1.969849246231155857e-02,1.980617639060439757e-212,1.980617639060439757e-212,1.980617639060439757e-212,1.980617639060439757e-212
1.974874371859296554e-02,-5.305990088418397522e-213,-5.305990088418397522e-213,-5.305990088418397522e-213,-5.305990088418397522e-213
1.979899497487437252e-02,1.421419597452753643e-213,1.421419597452753643e-213,1.421419597452753643e-213,1.421419597452753643e-213
1.984924623115577949e-02,-3.806622500574002690e-214,-3.806622500574002690e-214,-3.806622500574002690e-214,-3.806622500574002690e-214
1.989949748743718647e-02,1.014902303965327091e-214,1.014902303965327091e-214,1.014902303965327091e-214,1.014902303965327091e-214
1.994974874371859344e-02,-2.536821206029506802e-215,-2.536821206029506802e-215,-2.536821206029506802e-215,-2.536821206029506802e-215
2.000000000000000042e-02,7.823416779478947315e-230,7.823416779478947315e-230,7.823416779478947315e-230,7.823416779478947315e-230
